Population code,Species,Reidentification,Reidentifier,Notes,Collector + number,Provider identifier,Locality,Country,State,County,Latitude,Longitude,GPS source,,# individuals,Verbatim latitude,Verbatim longitude,Provider acronym,,Qubit 1,Qubit 2,Qubit average,Qubit 1 (Cleaned),Qubit 2 (Cleaned) ,Qubit average (Cleaneed,Cleaned to 50𝜇l,DNA in tube (ng),"uL for 0.5 ug DNA (if over 123 uL, use whole sample)",Amount of TE to add,Library made,Note
E1544,Heuchera americana var. americana,Heuchera americana var. heteradenia,,,Shaw s.n.,NCU00439730,Blue Ash woodland just W of bend in Highway 64,USA,TN,Polk,35.103928,-84.55709,SERNEC,,,35.103928°,-84.557090°,NCU,,8.34,8.49,8.415,,,,,1035.045,59.41770648,Vacuum centrifuge then add 25 uL,,
E1545,Heuchera americana var. americana,,,Hairy Smoky Mountain form,Furr 285,NCU00092979,"Chilhowee Mtn. near ""Bearmallow Mtn.""",,TN,Sevier,35.1269463,-84.5303524,County centroid,,,,,NCU,,6.84,6.85,6.845,,,,,841.935,73.04601899,Vacuum centrifuge then add 25 uL,,
E1546,Heuchera americana var. hispida,,,,Sharp 319,NCU00045132,Ramsey Draft,,VA,Augusta,35.8047065,-83.5291901,County centroid,,,,,NCU,,14.1,14.1,14.1,,,,,1734.3,35.46099291,Vacuum centrifuge then add 25 uL,,
E1547,Heuchera americana var. hispida,,,,Freer 3943,NCU00045133,"St. Mary's River, lower valley",,VA,Augusta,38.1793809,-79.1525761,County centroid,,,,,NCU,,3.8,3.95,3.875,,,,,476.625,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1548,Heuchera americana var. hispida,,,,Freer 1564,NCU00045134,Blue ridge Parkway Proj. H sta. 412-412,,VA,Bedford,38.1793809,-79.1525761,County centroid,,,,,NCU,,4.03,4.14,4.085,,,,,502.455,122.3990208,Vacuum centrifuge then add 25 uL,,
E1549,Heuchera americana var. hispida,,,,Furr 497,NCU00045135,6 miles n.w. of Fincastle along hwy. 606.,,VA,Botetourt,37.3123905,-79.5399003,County centroid,,,,,NCU,,10.1,10.4,10.25,,,,,1260.75,48.7804878,Vacuum centrifuge then add 25 uL,,
E1550,Heuchera americana var. hispida,,,,Furr 484,NCU00045136,6 miles n.w. of Fincastle along hwy. 606.,,VA,Botetourt,37.5520825,-79.8029569,County centroid,,,,,NCU,,3.27,3.47,3.37,,,,,414.51,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1551,Heuchera americana var. hispida,,,,Fernald 1596,NCU00045137,just below Bearwallow Gap,,VA,Botetourt,37.5520825,-79.8029569,County centroid,,,,,NCU,,1.77,1.92,1.845,,,,,226.935,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1552,Heuchera americana var. hispida,,,,Wells 3313,NCU00045138,"at summit of Potts Mountain on VA 311, 11 miles northwest of New Castle near firetower road.",,VA,Craig,37.5520825,-79.8029569,County centroid,,,,,NCU,,9.83,10,9.915,,,,,1219.545,50.42864347,Vacuum centrifuge then add 25 uL,,
E1553,Heuchera americana var. hispida,,,,Furr 480,NCU00045139,"Along rd. 606, 4.1 miles east of 606-615 junction",,VA,Craig,37.4760225,-80.1990826,County centroid,,,,,NCU,,2.09,2.23,2.16,,,,,265.68,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1554,Heuchera americana var. hispida,,,,Furr 474,NCU00045140,"Along hwy. 42, 1.5 miles s.w. of New Castle",,VA,Craig,37.4760225,-80.1990826,County centroid,,,,,NCU,,14,14,14,,,,,1722,35.71428571,Vacuum centrifuge then add 25 uL,,
E1555,Heuchera americana var. hispida,,,,Uttal 6235,NCU00045141,"E. slope of Potts Mtn, 6.2 miles N. of Rt. 311 on Forest Service Rd. 604.1.",,VA,Craig,37.4760225,-80.1990826,County centroid,,,,,NCU,,11.6,11.8,11.7,,,,,1439.1,42.73504274,Vacuum centrifuge then add 25 uL,,
E1556,Heuchera americana var. hispida,,,,Hawill 14127,NCU00045142, near Big Pond,,VA,Craig,37.4760225,-80.1990826,County centroid,,,,,NCU,,1.99,2.1,2.045,,,,,251.535,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1557,Heuchera americana var. hispida,,,,Wells 3293,NCU00045143,"1/2 mile west of Beverly Mill, on Bull Run Mountain in eastern part of county",,VA,Fauquier,37.4760225,-80.1990826,County centroid,,,,,NCU,,22.3,22.4,22.35,,,,,2749.05,22.37136465,Vacuum centrifuge then add 25 uL,,
E1558,Heuchera americana var. hispida,,,,Massey W3315,NCU00045144,"on western slope of Peters Mountain, near Mountain Lake",,VA,Giles,38.7513714,-77.8141221,County centroid,,,,,NCU,,6.32,6.29,6.305,,,,,775.515,79.30214116,Vacuum centrifuge then add 25 uL,,
E1559,Heuchera americana var. hispida,,,,Cooperrider 4456,NCU00045145,"along Walker Creek, one mile east of Bane",,VA,Giles,37.3088528,-80.7098781,County centroid,,,,,NCU,,11.4,11.3,11.35,,,,,1396.05,44.05286344,Vacuum centrifuge then add 25 uL,,
E1560,Heuchera americana var. hispida,,,,Furr 464,NCU00045146,Along rd. 625 just off rd. 730 between Poplar Hill and Eggleston,,VA,Giles,37.3088528,-80.7098781,County centroid,,,,,NCU,,15.7,15.2,15.45,,,,,1900.35,32.36245955,Vacuum centrifuge then add 25 uL,,
E1561,Heuchera americana var. hispida,,,,Harvill 14272,NCU00045147,on Peter's Mt near Narrows,,VA,Giles,37.3088528,-80.7098781,County centroid,,,,,NCU,,1.05,1.16,1.105,,,,,135.915,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1562,Heuchera americana var. hispida,,,,Harvill 16432,NCU00045148,above New River south of Independence,,VA,Grayson,37.3088528,-80.7098781,County centroid,,,,,NCU,,17.2,17,17.1,,,,,2103.3,29.23976608,Vacuum centrifuge then add 25 uL,,
E1563,Heuchera americana var. hispida,,,,Harvill 19416,NCU00045149,at Potomic Wayside,,VA,Loudoun,36.6512208,-81.2114025,County centroid,,,,,NCU,,13.7,13.7,13.7,,,,,1685.1,36.49635036,Vacuum centrifuge then add 25 uL,,
E1564,Heuchera americana var. hispida,,,,Kral 10351,NCU00045150,2 mi. n. McCoy above railroad,,VA,Montgomery,39.0984586,-77.6705008,County centroid,,,,,NCU,,3.17,3.25,3.21,,,,,394.83,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1565,Heuchera americana var. hispida,,,,Smyth 1055,NCU00045151,s. of rt. 603 just W. of its junction with rt. 629,,VA,Montgomery,38.1803833,-81.3284452,County centroid,,,,,NCU,,16.4,16.1,16.25,,,,,1998.75,30.76923077,Vacuum centrifuge then add 25 uL,,
E1566,Heuchera americana var. hispida,,,,Ahles 62433,NCU00045153,Staunton River at end of Co. Rt. 601 (nw. of Cedar Forest),,VA,Pittsylvania,38.1803833,-81.3284452,County centroid,,,,,NCU,,7.39,7.37,7.38,,,,,907.74,67.75067751,Vacuum centrifuge then add 25 uL,,
E1567,Heuchera americana var. hispida,,,,Furr 454,NCU00045154,7.7 miles north of Dublin near hwy. 100,,VA,Pulaski,36.8121678,-79.4364106,County centroid,,,,,NCU,,2.4,2.36,2.38,,,,,292.74,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1568,Heuchera americana var. hispida,,,,Wood 5819,NCU00045155,"Bent Mt, ca. 1 3/4 mi. n. w. of Airpoint P.O.",,VA,Roanoke,37.0580572,-80.7297289,County centroid,,,,,NCU,,8.48,8.18,8.33,,,,,1024.59,60.0240096,Vacuum centrifuge then add 25 uL,,
E1569,Heuchera americana var. hispida,,,,Furr 393,NCU00045157,Along Hwy. 23 between Speers Ferry and Clinchfield,,VA,Scott,37.270973,-79.9414313,County centroid,,,,,NCU,,9.34,8.8,9.07,,,,,1115.61,55.12679162,Vacuum centrifuge then add 25 uL,,
E1570,Heuchera americana var. hispida,,,,Uttal 10455,NCU00045158,"rt. 656, 0.3 mile S. of 643",,VA,Tazewell,36.7117473,-82.5893052,County centroid,,,,,NCU,,12.8,12.4,12.6,,,,,1549.8,39.68253968,Vacuum centrifuge then add 25 uL,,
E1571,Heuchera americana var. hispida,,,,Furr 434,NCU00045159,9 miles east of Coeburn on hwy. 58A,,VA,Wise,37.1236041,-81.5684129,County centroid,,,,,NCU,,3.7,3.5,3.6,,,,,442.8,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1572,Heuchera americana var. hispida,,,,Furr 449,NCU00045160,Near Crockett on rd. 690,,VA,Wythe,37.0170633,-82.6103804,County centroid,,,,,NCU,,18.7,17.8,18.25,,,,,2244.75,27.39726027,Vacuum centrifuge then add 25 uL,,
E1573,Heuchera americana var. hispida,,,,Downs 3488,NCU00196809,2 mi S of Dargan,,MD,Washington,36.9118401,-81.0639347,County centroid,,,,,NCU,,7.68,7.46,7.57,,,,,931.11,66.05019815,Vacuum centrifuge then add 25 uL,,
E1574,Heuchera americana var. hispida,,,,Wells 3314,NCU00053746,Shaly roadside on exit from I-64 at WV 311,USA,WV,Greenbrier,39.5893502,-77.710254,County centroid,,,,,NCU,,--,--,#DIV/0!,,,,,#DIV/0!,#DIV/0!,Vacuum centrifuge then add 25 uL,,
E1575,Heuchera americana var. hispida,,,,Wells 3312,NCU00053747,"Oak-heath woods on WV 34, 2 miles sout of Sweet Springs",USA,WV,Monroe,37.961175,-80.450934,County centroid,,,,,NCU,,1.91,1.63,1.77,,,,,217.71,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1576,Heuchera americana var. hispida,,,,Southern Appalachian Botanical Club 320,NCU00053748,On bank above Greenbrier River 1 mile north east of Bartow,USA,WV,Pocahontas,37.5585821,-80.5192225,County centroid,,,,,NCU,,11.6,10.9,11.25,,,,,1383.75,44.44444444,Vacuum centrifuge then add 25 uL,,
E1577,Heuchera americana var. hispida,,,,Furr 519,NCU00053750,"Long highway 10, east of Highway 10-16 junction, east of Pineville",,WV,Wyoming,38.3022233,-80.0286878,County centroid,,,,,NCU,,--,--,#DIV/0!,,,,,#DIV/0!,#DIV/0!,Vacuum centrifuge then add 25 uL,,
E1578,Heuchera americana var. hispida,,,,Bussey 614,NCU00181137,"Ca. 7 mi. sse. of Oxford; Cheaha Mountain around n. central T18S, R8E, section 9 (30 degrees n. lat; 48 degrees 45"" w. long.) Along service road & Odum Trail; sect. 16.",,AL,Clay,37.5969073,-81.5364932,County centroid,,,,,NCU,,--,--,#DIV/0!,,,,,#DIV/0!,#DIV/0!,Vacuum centrifuge then add 25 uL,,
E1579,Heuchera americana var. calycosa,,,,Orzell 9505,NCU00181138,"SEQ, NEQ, Sec. 17, T15S, R10E, & Sec. 16, W of Pine Glen Campground and FS Rd 500, along Shoal Creek and in small ravine S of creek and N of FS Rd 531, ca. 5 air mi N of Heflin, Heflin 7.5' Quad, Choccolocco WMA [Wildlife Management Area]; Talladega NF [National Forest",,AL,Cleburne,33.721111,-85.604444,SERNEC,,,33.721111,-85.604444,NCU,,3.42,3.01,3.215,,,,,395.445,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1580,Heuchera americana var. hirsuticaulis,,,,Lipscomb 1564,NCU00128864,West side of Calico Rock,,AR,Izard,33.6506958,-85.5017359,County centroid,,,,,NCU,,10.9,10.6,10.75,,,,,1322.25,46.51162791,Vacuum centrifuge then add 25 uL,,
E1581,Heuchera americana var. americana,,,,Hill 349,NCU00181139,Between Lake Brantley and Lake Rutledge; 2 Mi. N of Rutledge,,GA,Morgan,36.0832532,-91.8894787,County centroid,,,,,NCU,,6.75,6.61,6.68,,,,,821.64,74.8502994,Vacuum centrifuge then add 25 uL,,
E1582,Heuchera longiflora var. longiflora,,,,Sorrie 10086,NCU00020140,"Talladega National Forest: summit ridge of Rebecca Mountain, near radio tower. Alt: about 1500 feet",,AL,Clay,33.5793193,-83.5051522,County centroid,,,,,NCU,,2.74,2.49,2.615,,,,,321.645,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1583,Heuchera longiflora var. longiflora,,,,Whetstone 10679,NCU00181140,South of Talladega at Taylor Mill. Rock outcrop; quartzite,,AL,Talladega,33.715158,-86.58666945,County centroid,,,,,NCU,,3.08,2.87,2.975,,,,,365.925,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1584,Heuchera longiflora var. longiflora,,,,Nicely 1768,NCU00190321,Ca. 2 mi. E of Nolin Dam.,,KY,Edmonson,33.3967079,-86.1597137,County centroid,,,,,NCU,,11.6,11.1,11.35,,,,,1396.05,44.05286344,Vacuum centrifuge then add 25 uL,,
E1585,Heuchera longiflora var. longiflora,,,,Furr 580,NCU00190322,14.2 miles s.w. of hwy. 160-119 junction in Cumberland,,KY,Harlan,37.1999181,-86.2206738,County centroid,,,,,NCU,,1.52,1.35,1.435,,,,,176.505,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1586,Heuchera longiflora var. longiflora,,,Short white form,Furr 565,NCU00190323,1.7 miles s.w. of junct. of U.S. 119 & 23 near Jenkins,,KY,Letcher,36.8411336,-83.22678,County centroid,,,,,NCU,,4.65,4.45,4.55,,,,,559.65,109.8901099,Vacuum centrifuge then add 25 uL,,
E1587,Heuchera longiflora var. longiflora,,,,Furr 550,NCU00190325,long hwy. 460 n.w. of Regina. 4.9 miles s.e. of hwy. 23-460 junction,,KY,Pike,37.1208843,-82.8451698,County centroid,,,,,NCU,,8.59,8.34,8.465,,,,,1041.195,59.06674542,Vacuum centrifuge then add 25 uL,,
E1588,Heuchera longiflora var. aceroides,,,,Wells 3333,NCU00190330,on US 25-70 between the two bridges over the French Broad River,,TN,Cocke,37.4512431,-82.3855722,County centroid,,,,,NCU,,4.83,4.64,4.735,,,,,582.405,105.5966209,Vacuum centrifuge then add 25 uL,,
E1589,Heuchera longiflora var. longiflora,,,,Furr 530,NCU00190342,7.4 miles south east of Iaeger along U.S. highway 52,USA,WV,McDowell,35.9467093,-83.103978,County centroid,,,,,NCU,,11,10.5,10.75,,,,,1322.25,46.51162791,Vacuum centrifuge then add 25 uL,,
E1590,Heuchera longiflora var. longiflora,,,,Furr 512,NCU00190343,Along highway 10 near Alpoco. east of Pineville,USA,WV,Wyoming,37.3660757,-81.6478197,County centroid,,,,,NCU,,14.2,13.2,13.7,,,,,1685.1,36.49635036,Vacuum centrifuge then add 25 uL,,
E1591,Heuchera parviflora var. parviflora,,,,Weakley 1497,NCU00176095,400 meters downstream (west) of Allatoona Dam on south side of Etowah River,,GA,Bartow,37.5969073,-81.5364932,County centroid,,,,,NCU,,3.63,3.31,3.47,,,,,426.81,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1592,Heuchera alba,,,,Miller s.n.,NCU00190344,Corriganville-Ellerslie Road,,MD,Allegany,34.2394683,-84.8406984,County centroid,,,,,NCU,,7.75,7.6,7.675,,,,,944.025,65.1465798,Vacuum centrifuge then add 25 uL,,
E1593,Heuchera alba,,,,Schrock s.n.,NCU00190345,Near Corriganville,,MD,Allegany,39.6572451,-78.6550628,County centroid,,,,,NCU,,2.78,2.55,2.665,,,,,327.795,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1594,Heuchera alba,,,,Downs 3425,NCU00190346,Between Pinesburg Station and Williamsport,,MD,Washington,39.6572451,-78.6550628,County centroid,,,,,NCU,,11,10.5,10.75,,,,,1322.25,46.51162791,Vacuum centrifuge then add 25 uL,,
E1595,Heuchera alba,,,,Downs s.n.,NCU00190347,Between Deneen Road and Potomac River at Pearre.,,MD,Washington,39.5893502,-77.710254,County centroid,,,,,NCU,,18.1,17.3,17.7,,,,,2177.1,28.24858757,Vacuum centrifuge then add 25 uL,,
E1596,Heuchera pubescens,,,,Gupton 3549,NCU00190348,15 miles west of Goshen on Va. 39,,VA,Bath,39.5893502,-77.710254,County centroid,,,,,NCU,,12.8,12.2,12.5,,,,,1537.5,40,Vacuum centrifuge then add 25 uL,,
E1597,Heuchera alba,,,,Johnson 4234,NCU00190349,7 mi S of county line on route 600,,VA,Bath,,,County centroid,,,,,NCU,,12.2,11.6,11.9,,,,,1463.7,42.01680672,Vacuum centrifuge then add 25 uL,,
E1598,Heuchera pubescens,,,,Wells 3316,NCU00190350,"1/2 mile west of Craig-Botetourt county line, west of Fincastle on VA 606",,VA,Craig,37.4760225,-80.1990826,County centroid,,,,,NCU,,13.1,12.3,12.7,,,,,1562.1,39.37007874,Vacuum centrifuge then add 25 uL,,
E1599,Heuchera pubescens,,,,Ramsey 4693,NCU00190352,"Near top of south slope of Bald Knob, south of the town of Rocky Mount",,VA,Franklin,37.0527719,-79.8813093,County centroid,,,,,NCU,,6.44,6.1,6.27,,,,,771.21,79.74481659,Vacuum centrifuge then add 25 uL,,
E1600,Heuchera pubescens,,,,Mitchell 4107,NCU00190353,Rocky Mount. ca. 1 mile N of courthouse,,VA,Franklin,37.0527719,-79.8813093,County centroid,,,,,NCU,,15.8,15.2,15.5,,,,,1906.5,32.25806452,Vacuum centrifuge then add 25 uL,,
E1601,Heuchera pubescens,,,,Kral 10306,NCU00190354,1/2 mi. e. Ironto,,VA,Montgomery,38.1803833,-81.3284452,County centroid,,,,,NCU,,16.1,15.3,15.7,,,,,1931.1,31.84713376,Vacuum centrifuge then add 25 uL,,
E1602,Heuchera pubescens,,,,Johnson 4565,NCU00190355,"on route 58 at Lover's Leap, about 1.5 mi E of Vesta",,VA,Patrick,36.6818706,-80.284636,County centroid,,,,,NCU,,10.9,10.6,10.75,,,,,1322.25,46.51162791,Vacuum centrifuge then add 25 uL,,
E1603,Heuchera pubescens,,,,Ahles 60159,NCU00190356,"along highway, Lover's Leap Wayside above Stuart",,VA,Patrick,36.6818706,-80.284636,County centroid,,,,,NCU,,16.5,15.1,15.8,,,,,1943.4,31.64556962,Vacuum centrifuge then add 25 uL,,
E1604,Heuchera alba,,,,Cusick 23537,NCU00190357,"above North Fork of Shenandoa River; S. of jct, St. Rt. 259 & Co. Rt. 818, 1/4 mi. E, Fulks Run P.O.",,VA,Rockingham,38.5080288,-78.8949442,County centroid,,,,,NCU,,12.8,12.1,12.45,,,,,1531.35,40.16064257,Vacuum centrifuge then add 25 uL,,
E1605,Heuchera alba,,,,Roe 815,NCU00190358,"near jeep road on Shenandoah Mt, Hone Quarry, George Washington National Forest",,VA,Rockingham,38.5080288,-78.8949442,County centroid,,,,,NCU,,8.34,7.24,7.79,,,,,958.17,64.18485237,Vacuum centrifuge then add 25 uL,,
E1606,Heuchera alba,,,,Cusick 23525,NCU00190359,"Monogahela National Forest, Forest Rd. 74, 2 1/2 mi. NNE, Pendleton Co. line",,WV,Grant,39.0674434,-79.2066739,County centroid,,,,,NCU,,4.21,3.93,4.07,,,,,500.61,122.8501229,Vacuum centrifuge then add 25 uL,,
E1607,Heuchera alba,,,,Wells 3318,NCU00190360,at Forks of the Cacapon,,WV,Hampshire,39.3015109,-78.6212207,County centroid,,,,,NCU,,8.81,6.35,7.58,,,,,932.34,65.96306069,Vacuum centrifuge then add 25 uL,,
E1608,Heuchera alba,,,,Frye s.n.,NCU00190361,Ice Mountain,,WV,Hampshire,39.3015109,-78.6212207,County centroid,,,,,NCU,,3.1,2.71,2.905,,,,,357.315,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1609,Heuchera alba,,,,Downs 7594,NCU00190362,"northwest slope facing Potomac River across from Kitzmiller, Md.",,WV,Mineral,39.3839905,-78.9416922,County centroid,,,,,NCU,,13.4,12.8,13.1,,,,,1611.3,38.16793893,Vacuum centrifuge then add 25 uL,,
E1610,Heuchera alba,,,,Wells 3319,NCU00190363,9 miles north of Largent on WV 9,,WV,Morgan,39.5455257,-78.2592246,County centroid,,,,,NCU,,5.75,5.33,5.54,,,,,681.42,90.25270758,Vacuum centrifuge then add 25 uL,,
E1611,Heuchera alba,,,,Downs 2971,NCU00190364,NE slope about 0.5 miles NW of Sleepy Creek on county road 1,,WV,Morgan,39.5455257,-78.2592246,County centroid,,,,,NCU,,14.5,13.6,14.05,,,,,1728.15,35.58718861,Vacuum centrifuge then add 25 uL,,
E1612,Heuchera alba,,,,Sobel W3317,NCU00190365,Spruce Knob,,WV,Pendelton,38.699836,-79.532828,SERNEC,,,38.699836,-79.532828,NCU,,13.8,13.1,13.45,,,,,1654.35,37.17472119,Vacuum centrifuge then add 25 uL,,
E1613,Heuchera alba,,,,Clarkson 474,NCU00190366,Sheet's Road near Greenbank,,WV,Pocahontas,80.0286878,-38.3022233,County centroid,,,,,NCU,,17.5,18.2,17.85,,,,,2195.55,28.01120448,Vacuum centrifuge then add 25 uL,,
E1614,Heuchera villosa var. arkansana,,,,Culwell 4513,NCU00053803,on Cove Creek at Kiwanis Camp approx. 2 mi. S of Martinville on Ark. 285.,,AR,Faulkner,35.288701,-92.476506,SERNEC,,,35.288701,-92.476506,NCU,,43.2,45.3,44.25,,,,,5442.75,11.29943503,Vacuum centrifuge then add 25 uL,,
E1615,Heuchera villosa var. arkansana,,,,Culwell 4512,NCU00053808,on Cove Creek at Kiwanis Camp approx. 2 mi. S of Martinville on Ark. 285.,,AR,Faulkner,35.288701,-92.476506,SERNEC,,,35.288701,-92.476506,NCU,,28.9,30.6,29.75,,,,,3659.25,16.80672269,Vacuum centrifuge then add 25 uL,,
E1616,Heuchera villosa var. arkansana,,,,Culwell 4510,NCU00053802,on Cove Creek at Kiwanis Camp approx. 2 mi. S of Martinville on Ark. 285.,,AR,Faulkner,35.288701,-92.476506,SERNEC,,,35.288701,-92.476506,NCU,,15.8,16.4,16.1,,,,,1980.3,31.05590062,Vacuum centrifuge then add 25 uL,,
E1617,Heuchera villosa var. arkansana,,,,Culwell 4509,NCU00053804,on Cove Creek at Kiwanis Camp approx. 2 mi. S of Martinville on Ark. 285.,,AR,Faulkner,35.288701,-92.476506,SERNEC,,,35.288701,-92.476506,NCU,,12.4,12.8,12.6,,,,,1549.8,39.68253968,Vacuum centrifuge then add 25 uL,,
E1618,Heuchera villosa var. arkansana,,,,Culwell 4508,NCU00053805,on Cove Creek at Kiwanis Camp approx. 2 mi. S of Martinville on Ark. 285.,,AR,Faulkner,35.288701,-92.476506,SERNEC,,,35.288701,-92.476506,NCU,,14,14.5,14.25,,,,,1752.75,35.0877193,Vacuum centrifuge then add 25 uL,,
E1619,Heuchera villosa var. arkansana,,,,Witsell 09-0287,NCU00430923,Ozark Highlands. Upper Boston Mountains Ecoregion. 3.6 mi. NNE of Boston. Kings River Natural Area. Along Mink Creek near confluence with Kings River,,AR,Madison,35.8893,-93.5769,SERNEC,,,35.8893,-93.5769,NCU,,20.7,21.7,21.2,,,,,2607.6,23.58490566,Vacuum centrifuge then add 25 uL,,
E1620,Heuchera villosa var. arkansana,,,,Witsel 04-1415,NCU00430434,Ozark Highlands. Upper Boston Mountains Ecoregion. Buffalo National River. Boxley Vicinity. Arrington Creek Canyon. Near Bufalo River Trail.,,AR,Newton,35.96696,-93.38318,SERNEC,,,35.96696,-93.38318,NCU,,10,10.4,10.2,,,,,1254.6,49.01960784,Vacuum centrifuge then add 25 uL,,
E1621,Heuchera villosa var. arkansana,,,,Kramer 5289,NCU00053765,"OZARK PLATEAU: BOSTON MTS: Region of the Buffalo River: valley of Cecil's Creek, 13 mi. West of Erbie P.O. 6-8 mi. N.W. of Jasper",,AR,Newton,93.2273047,-35.918468,County centroid,,,,,NCU,,20,20.6,20.3,,,,,2496.9,24.63054187,Vacuum centrifuge then add 25 uL,,
E1622,Heuchera villosa var. arkansana,,,,Iltis 5464,NCU00053766,"OZARK PLATEAU: BOSTON MOUNTAINS: along ""Big Creek"" at VENDOR, about 6 mi. ESE of jasper",,AR,Newton,35.947128,-93.072996,SERNEC,,,35.947128,-93.072996,NCU,,9.75,10.1,9.925,,,,,1220.775,50.37783375,Vacuum centrifuge then add 25 uL,,
E1623,Heuchera villosa var. arkansana,,,,Iltis s.n.,NCU00053798,"Wedington Mt, 15 mi. W. of Fayetteville",,AR,Washington,35.918468,-93.2273047,County centroid,,,,,NCU,,--,--,#DIV/0!,,,,,#DIV/0!,#DIV/0!,Vacuum centrifuge then add 25 uL,,
E1624,Heuchera villosa var. arkansana,,,,Hardin 643,NCU00053801,Wedington Mountain,,AR,Washington,35.9672625,-94.2280656,County centroid,,,,,NCU,,19.9,19.2,19.55,,,,,2404.65,25.57544757,Vacuum centrifuge then add 25 uL,,
E1625,Heuchera villosa var. villosa,,,,Michener 1390,NCU00190368,"East of U.S. routes 23-441; south of Clayton, Georgia",,GA,,,,,,,,,NCU,,7.26,7.61,7.435,,,,,914.505,67.24949563,Vacuum centrifuge then add 25 uL,,
